wave,depth
3671.264,0.615
3671.476,0.156
3671.502,0.158
3671.6705,0.436
3671.685,0.603
3672.1156,0.248
3672.31,0.161
3672.458,0.315
3672.7072,0.674
3673.0827,0.756
3673.4179,0.224
3673.6792,0.349
3673.759,0.189
3674.0405,0.478
3674.0602,0.81
3674.0655,0.724
3674.0703,0.239
3674.144,0.84
3674.144,0.796
3674.144,0.181
3674.144,0.419
3674.144,0.155
3674.4067,0.68
3674.6849,0.178
3674.714,0.782
3674.7633,0.778
3675.261,0.38
3675.2874,0.314
3675.4429,0.296
3675.6811,0.254
3675.7551,0.258
3676.3106,0.834
3676.313,0.204
3676.3551,0.16
3676.363,0.226
3676.5543,0.504
3676.8063,0.235
3676.8725,0.677
3676.9506,0.153
3677.3055,0.797
3677.4534,0.832
3677.5033,0.762
3677.6276,0.874
3677.667,0.854
3677.8407,0.855
3677.882,0.826
3678.2137,0.402
3678.8389,0.42
3678.86,0.815
3678.878,0.245
3678.9679,0.171
3678.9968,0.635
3679.353,0.274
3679.6775,0.801
3679.913,0.937
3680.1997,0.178
3680.3401,0.698
3680.3785,0.598
3680.657,0.768
3680.6996,0.619
3680.7844,0.813
3680.9398,0.429
3681.2246,0.791
3681.6438,0.716
3681.8722,0.634
3682.0263,0.252
3682.1671,0.798
3682.2104,0.867
3682.212,0.218
3682.2441,0.855
3682.662,0.158
3682.7375,0.667
3682.808,0.337
3683.0496,0.529
3683.0543,0.893
3683.5824,0.624
3683.6114,0.767
3683.6287,0.369
3684.1072,0.866
3684.1373,0.778
3684.223,0.606
3685.1813,0.953
3685.1962,0.955
3685.4957,0.396
3685.533,0.232
3685.765,0.285
3685.9968,0.868
3686.2578,0.784
3686.6198,0.628
3686.6732,0.509
3686.6887,0.317
3686.788,0.212
3686.831,0.409
3687.0964,0.794
3687.234,0.183
3687.238,0.184
3687.4562,0.932
3687.521,0.161
3687.6578,0.83
3688.0682,0.205
3688.401,0.246
3688.41,0.721
3688.417,0.807
3688.4605,0.78
3688.801,0.805
3688.8655,0.662
3689.0009,0.264
3689.0091,0.67
3689.0761,0.265
3689.3153,0.194
3689.369,0.727
3689.4577,0.865
3689.4773,0.703
3689.8676,0.708
3689.9074,0.75
3689.9138,0.332
3690.2794,0.159
3690.4547,0.767
3690.7141,0.172
3690.7267,0.821
3691.555,0.484
3692.2194,0.24
3692.6479,0.226
3692.649,0.447
3693.0264,0.779
3693.1098,0.266
3693.1224,0.214
3693.476,0.213
3693.6645,0.404
3693.7752,0.203
3693.9338,0.686
3694.0058,0.874
3694.1069,0.159
3694.1915,0.847
3694.81,0.25
3695.0513,0.844
